review,target
"I remember seeing this movie shown several years ago on the Lifetime TV network and thought it was an interesting story. Several years later I see it again and fall head over heels in love with this movie. The story behind the movie is fascinating in and of itself. The cast just makes it that much more appealing. Meryl Streep is definitely at the top of her game in this picture. She nails Mrs. Chamberlain's mannerisms, the accent, and even look. She shows the pain, hurt, surprise, and anger that Lindy had to endure, and in the process it's hard to remember that it ISN'T Lindy. In my opinion, this performance of Meryl's was better than her Oscar-winning turn in ""Sophie's Choice"", and should have garnered her her third Oscar. Sam Neill is perfect as Michael Chamberlain, and for some surprising reason, wasn't recognized by the Academy with at least a nomination. In all, this movie only receive ONE Oscar nod (Streep's for Best Actress.) However, it did receive several Australian Oscars and nominations.<br /><br />Definitely a top-rate movie: it tells a great story and you get great performances from the entire cast.",1
"Meryl Streep is such a genius. Well, at least as an actress. I know she's been made fun of for doing a lot of roles with accents, but she nails the accent every time. Her performance as Lindy Chamberlain was inspiring. Mrs. Chamberlain, as portrayed here, was not particularly likable, nor all that smart. But that just makes Streep's work all the more remarkable. I think she is worth all 10 or so of her Oscar nominations. About the film, well, there were a couple of interesting things. I don't know much about Australia, but the theme of religious bigotry among the general public played a big part in the story. I had largely missed this when I first saw the film some years ago, but it came through loud and clear yesterday. And it seems the Australian press is just as accomplished at misery-inducing pursuit and overkill as their American colleagues. A pretty good film. A bit different. Grade: B",1
"This movie was nominated for best picture but lost out to Casablanca but Paul Lukas beat out Humphrey Bogart for best actor. I don't see why Lucile Watson was nominated for best supporting actor, i just don't think she did a very good job. Bette Davis and Paul Lukas and their three kids are leaving Mexico and coming into the United States in the first scene of the movie. They are going by train to Davis's relatives house. Davis and Lukas were in the underground to stop the Nazis so they are very tired and need rest. But when they arrive home, their is a Nazi living there and their's not much either can do about it. It turns out the Nazi only cares about money and is willing to make a deal with Lukas. Their is more to the plot but you can find that out for yourself.",1
"This is a docudrama story on the Lindy Chamberlain case and a look at it's impact on Australian society. It especially looks at the problem of innuendo, gossip and expectation when dealing with real-life dramas.<br /><br />One issue the story deals with is the way it is expected people will all give the same emotional response to similar situations. Not everyone goes into wild melodramatic hysterics to every major crisis. Just because the characters in the movies and on TV act in a certain way is no reason to expect real people to do so. This is especially apt for journalists and news editors who appear to be looking for the the big sob scene that will pull the ratings. It's an issue that has to be constantly addressed.<br /><br />The leads play the characters with depth, personality and sensitivity. And they are ably supported by a large cast all playing based-on-fact individuals. Some viewers may be surprised to learn that many of the supporting cast in this story are people better known in Australia as comic actors. It re-enforces my idea that comic actors make some of the best supports in dramas because with comedy they know how to establish quick impressions of individuals.<br /><br />(Spoiler warning!)<br /><br />I have to say something very personal here; in that I am actually an ex-Adventist who was a practicing member in Australia at the time this incident occurred; so I have a slightly different impression of the story than most. I think it is handled with amazing creativity and personality, and emotional heart. I think the best scene is the one where the couple are hounded by the new choppers. It captured the themes of the story brilliantly.<br /><br />I once heard Fred Schepsi say in an interview that he told the actors to ""play the best case for their character they could"". While this is especially apt for this story, I think it is also a general principle that should apply to all acting as well.",1
"Once you pick your jaw up from off the floor from the realization that they... somehow... managed to put this thing together so fast that it was released the same year the case ended, you'll find that it's not half bad. The plot is engaging and interesting, and the pacing is fast, with this covering many situations, and thus often jumping swiftly on to the next one after a line or two has been spoken. Where this really stands out is the acting. The performances are excellent. Neill and Streep are both impeccable. It's also cool to hear so much Australian spoken in a Hollywood film, and even those who don't come naturally to it at least attempt an accent. The cinematography and editing are nice enough, but they don't really go beyond the standard stuff. This movie's story is compelling and the fact that it is authentic just makes it all the more chilling. While I have not read the novel or heard of what happened outside of this picture, I understand that it is quite close to the truth. There is some moderate to strong language and disturbing content in this. It is, at times, a downright great courtroom drama. I recommend this to any fellow fan of such. 7/10",1
"Meryl Streep is excellent in her nuanced and stoic performance as the infamous Lindy Chamberlain who was accused and tried for allegedly killing her own baby Azaria Chamberlain and using her alibi of ravenous dingoes as her defense. Based on the book ""Evil Angels"" and titled so in its Australian release, A CRY IN THE DARK is an ugly film to watch. It presents a scenario that's all too real for us in America: the witch-hunt against a person deemed an easy target.<br /><br />Lindy Chamberlain was this woman. Being someone who spoke her mind, someone who didn't play the sympathy card, and someone who was just tough enough to move on with her life despite her horrific ordeal, she was labeled as suspect and hated beyond comprehension even when it was clear she didn't kill her own child. The media began a tightening noose and a progressive invasion of privacy that soon had the entire nation glued to their sets as they eviscerated this family piece by piece. And through it all, Lindy remained as stoic as ever, even when her husband Michael was falling apart.<br /><br />This stance, of course, is the power of strength, as unsympathetic as it may look like, and people happen to react strongly to that. They want to see a distressed mother cry and weep and occasionally faint at every turn, not sit there and look blank. People don't understand that not everyone grieves the same way and when someone decides to stand strong they begin speculations. Meryl Streep embodies this tainted woman to the hilt and in doing so creates a cold, but not unfeeling woman, one that stood by her convictions even if they cost her liberty. Because of her, Sam Neill is allowed to have his character slowly dissolve into despair -- someone has to, or the Chamberlains would be too detached, and no one wants to see that. Except the monster that has at the time of this writing become the news-media. They'll always eat train wrecks up and feed the mangled manure to the uninformed public.",1
"Spoilers Following: I picked up the book ""Evil Angels"" when it first came out knowing nothing of the case. Just to give the press and the Austrialian people a break here, I was quite far into it before I began to question the Chamberlain's guilt. The author obviously intended the reader to understand why the public jumped to the conclusions they did. John Bryson told the story just as it was presented to the jurors (and picked up by the press) of the arterial spray, the actelone (??) plates, Dr. James Cameron's certainty that the collar was cut with scissors, that a baby could not be taken whole from her clothes with the buttons still done up, bloody hand print, etc. all quite convincingly. After all, these were experts in their fields who were testifying with no apparent reason to lie, and the fact that the evidence was completely wrong wasn't apparent to me at all. It was also highly technical evidence, difficult for a layman to understand. To this point, beyond some hearsay testimony in the trials, hardly anyone had ever heard of a dingo attacking a human; people didn't believe it was possible. The public was suspicious of the Seventh Day Adventists, whose origins made them appear to be a cult, and all sorts of wild beliefs about them contributed to the appearance of guilt. Were it not for dedicated, selfless lawyers who worked relentlessly to investigate and counter the trial testimony, finding Azaria's clothes later would not have been enough to get Lindy out of jail. The book shook me for that reason, and I've been reluctant to come to a conclusion about anyone's guilt ever since (excepting OJ of course). I was thrilled that a movie was going to be made about the case and don't think it could have been done better. I've always liked Sam, who I could identify with completely, and Meryl was perfect as always. Beautiful photography, haunting music. I think it's not only a very good, but a very important, movie. Too bad it didn't receive more publicity at the time it was released.",1
"Lindy (Meryl Streep) and her husband Michael (Sam Neill) have just welcomed a baby girl, Azaria. As Seventh Day Adventists, they live their beliefs every day and soon have Azaria dedicated to God at their church, with their two older boys looking on. Michael gets a vacation and the family decides to head to Ayer's Rock, one of the most impressive tourist spots in all of Australia. Not being wealthy, the family camps near the site. After a wonderful first day, Lindy puts baby Azaria to sleep in one of the tents. Suddenly, she hears Azaria crying. As Lindy rushes to the tent, a dingo dog is just exiting, shaking his head. The baby is gone and soon, so is the dingo. Although the entire camp looks for the baby, she is not found. Concluding she is dead and that the dingo made off with their beloved child, the Chamberlains struggle to accept God's decision and go on with their lives. But, unfortunately, the story gets sensational coverage in the news media and soon the tale is circulated that Lindy murdered the baby. She is subsequently arrested and put on trial. How could this happen? This is a great depiction of real events that shows how ""mob rule"" is not a figment of the imagination. The entire country turns against the Chamberlains, in part because they are seen as odd. Streep gives her best performance ever as the complex Lindy, whose own strong-willed demeanor works against her every step of the way. Neill, likewise, does a wonderful job as the hesitant and confused Michael. The cast is one of the largest ever, with depictions of folks around the country getting their digs into Lindy's case. The costumes, scenery, script, direction and production are all top of the line. If you have never seen or heard of this film, remedy that straight away. It is not a far cry from reality to say that this ""Cry"" should be seen by all who care about film and about the misused power of the media.",1
"This is a true story of an Australian couple wha are charged with murder when their infant child disappears. Meryl Streep is excellent, as always, and manages to hold our interest even though she plays a character who isn't particularly likable.<br /><br />The media frenzy that surrounded this case in Australia is reminiscent of the Sam Sheppard murder case in Ohio during the 50's. These real-life situations demonstrate that the media in fact can affect how a criminal case is handled. I well remember the Cleveland Plain Dealer running a huge headline stating ""Why Isn't Sam Sheppard in Jail?"". The prosecutor eventually succumbed to this relentless pressure, and Sheppard was tried and convicted. Only after years in jail was he exonerated.<br /><br />I love movies which tell a true story, do it in an interesting way, and make an important point in the process. This is one of those movies. Other good movies which tell the story of innocent persons charged with crimes include ""Hurricane"", ""The Thin Blue Line"", and ""Breaker Morant"". In particular, the latter is another Australian film which is highly recommended.<br /><br />8/10",1
"An unqualified ""10."" The level of writing and acting in this Australian movie is reminiscent of the very best of ""old"" Hollywood. Sam Neill and Meryl Streep are very good together. Neill matches Streep line for line, and take for take -- it is one of the best showcases yet of his prodigious acting talent and he is at his sexy and gorgeous best, notwithstanding the intensity of his role. This engrossing film is a treat for any movie fan who loves a gripping courtroom drama, portrayed in the most human but unsentimental terms. The movie -- which won several top awards in Australia -- boasts not only a superlative cast and director, but wonderful and authentic Australian locales. It proves that people are the same the world over. And, after all these years, people still delight in repeating the famous Streep line, accent and all: ""A dingo ate moy baby!"" Including that imp ""Elaine Benis"" on ""Seinfeld.""",1
"When I first saw ""A Cry in the Dark"", I had no idea what the plot was. But when I saw it, I was shocked at what it portrayed. When I saw it a second time in an Australian Cinema class, I realized a second point: communication issues. You see, when a dingo snatched Lindy Chamberlain's (Meryl Streep) baby, she and her husband Michael (Sam Neill) were grief-stricken but didn't show it. As Seventh Day Adventists, they believed that God willed this to happen, and so they couldn't mourn it. But when people all over Australia saw their lack of sadness, everyone started believing that Lindy did it herself.<br /><br />The point is, the wrong message got communicated to the public, and it turned people against Lindy. Even though this was a pure accident, it still happened. It may be one of the biggest disasters resulting from the existence of mass media, regardless of any media outlet's political views.<br /><br />As for the performances, Streep does a very good job with an Australian accent (no surprise there), and Sam Neill is equally great. You will probably get blown away just by what you see here. Definitely one of Fred Schepisi's best movies ever.",1
"Meryl Streep was incredible in this film. She has an amazing knack for accents, and she shows incredible skill in this film overall. I really felt for her when Lindy was being persecuted. She was played realistically, too. She got cranky, upset, and unpleasant as the media and the government continued their unrelenting witchhunt. I didn't expect much from the film initially, but I really got interested in it, and the movie is based on a real person and real events. It turned out to be better than I had anticipated. Sam Neill was also outstanding; this is the best work I've seen from him, and I've really liked him in other movies (The Piano, for example). I gave the film a 7, but if I could rate just the acting, I'd give the it a 9.5, and a perfect 10 for Streep.",1
"""A Cry in the Dark"" is a masterful piece of cinema, haunting, and incredibly though provoking. The true story of Lindy Chamberland, who, in 1980, witnessed a horrific sight, seeing her 3-month-old baby being brutally taken from their family's tent, while camping on the Austrailian outback. Azaria (the baby) was never seen again, and the result of her horrendous disappearance caused a true life frenzy all around the world. Meryl Streep does immaculate justice to the role of Lindy, as she always does. But the one thing that helps ""A Cry in the Dark"" never fall flat is the brilliant direction. A truly inspired and accurate outlook on this baffeling case, tears are brought to the eyes. The concept is nothing less then terrifying, and afterwards you are left haunted, but also inspired.",1
"Watch on the Rhine is one of the best anti-nazi propaganda films made during World War Two. Paul Lukas was certainly deserving of his Oscar. Bette Davis shines brilliantly as the great actress and beauty she was. I would recommend this film to those interested in that era, and, of course, the fabulous films of the late, great, Ms. Bette Davis.",1
"Some movies seem to be made before we are ready for them. As I watched this film, made in 1988, in 1999, I thought I was watching the O.J. Simpson debacle (although I have very different opinions about the innocence of the individuals in each situation).<br /><br />The Australian news media, if this movie is to be believed, devoured the case of a possible infanticide and truth was left as an afterthought. It was scary to see the scenes of invasive, swarming media hordes, ridiculous accounts of half-truths and lies and debates over the supposed merits of the case by persons at all levels of society.<br /><br />Equally appalling is the media's depiction as indifferent and uncomprehending of the technical information in the case. I do wish more was made of the issue of religious prejudice in the case (the accused are Seven-Day Adventists).<br /><br />Today these circuses have become common but that makes the lesson only more important.<br /><br />Streep is excellent as usual, and this is the best I've ever seen Sam Neill. The Aussie accents get a bit thick at times but not incomprehensible.",1
"This is an extremely-powerful based-on-a-true story film that can be infuriating to watch. I say that because how brutal a hounding press can be to people, in this case an innocent Australian couple charged with killing their baby.<br /><br />Meryl Streep received a lot of recognition for her performance when this film came out but I thought Sam Neill was just as good. Let's just say they both were excellent but the role was little harder for Streep because she had to learn an Australian accent. (She learned it so well I had trouble understanding her in parts.)<br /><br />Without giving anything away, all I can say is this movie will wear you out emotionally.",1
"ROLL is a wonderful little film. Toby Malone plays an 18 year old kid (very well acted, by the way) who is into soccer. Malone's cousin takes him out the night before his big game on an adventure with many twists and turns involving two gym bags, a drug lord, some tough bikers, some cops, and some prostitutes ... and the movie keeps us guessing as to which characters are on which side of the law, what the contents of either gym bag is, and even what gender a key biker is. Parts of it reminded me of LOCK STOCK AND TWO SMOKING Barrels.<br /><br />For me, ROLL reinforced three opinions that I already held before seeing ROLL. Those opinions are: 1. I really want to visit Australia one day. The country and cities are beautiful and it looks like such a cool place for a vacation.<br /><br />2. Some of the best filmmakers in the are Australian. The cinematography in ROLL was especially impressive. I loved the stylized colors and lighting in many of the scenes.<br /><br />3. Australian women are HOT!",1
"Mat Spirogolou's (Toby Malone) family know he is a talented footballer, and are pleased when he secures an audition to join a big club. They hope that when he arrives in the city his cousin will look after him.<br /><br />But the cousins are like chalk and cheese: one a naive farm boy, the other a streetwise spendthrift who has managed to get mixed up with drug dealers and gangsters. Mat is unlikely to have a quiet evening in before his big day.<br /><br />Having missed his cousin George (Damien Robertson) on arrival in the city, Mat encounters further trouble when a young biker takes him for a ride in more ways than one.<br /><br />Toby Malone, probably better known for his work in theatre, puts in a commendable performance as the bucolic teenager. There are telltale signs of a low budget, but as with so many other low-budget movies there's more fun, seemingly more spontaneity, and more charm, than there is to be seen in the average Hollywood blockbuster.",1
"I just sat through a very enjoyable fast paced 45 mins of ROLL.<br /><br />Roll is about a country boy, Mat (Toby Malone) who has dreams of becoming a Sports Star. Mat travels to the city and is to be picked up by his cousin George (Damien Robertson). Well, that was the plan anyway. George is involved with a gangster, Tiny (John Batchelor) and is making a delivery for him. Needless to say, Mat gets dragged into George's world. <br /><br />I thought it was great how Mat teaches George some morals and respect while George teaches Mat how to relax and enjoy life a little. Toby and Damien were well cast together and did an outstanding job.<br /><br />Every character in the movie complimented each other very well, the two cops were great. David Ngoombujarra brought some great comic relief to the movie. Tiny played a likable gangster that reminded me of one of my favourite characters 'Pando' from Two Hands.<br /><br />One of the other things that I liked about Roll was that it showcased the cities that I grew up and lived in for 20 years, Perth and Fremantle. It was good to see sights and landmarks that I grew up with, especially the old Ferris wheel.<br /><br />This Rocks 'n' Rolls",1
"A country-boy Aussie-Rules player (Mat) goes to the city the night before an all-important AFL trial match, where he is to be picked up by his cousin. And then things go wrong.<br /><br />His no-hoper cousin has become mixed up in a drug deal involving local loan-shark / drug-dealer Tiny (who looks like any gangster anywhere but is definitively Australian). Needless to say, Mat becomes enmeshed in the chaos, and it isn't long before thoughts of tomorrow's match are shunted to the back of his mind as the night's frantic events unravel.<br /><br />Accomplished Western Australian professional Shakespearean actor Toby Malone puts in a sterling performance as young naive country-boy Mat, and successfully plays a part well below his age. Best support comes from John Batchelor as Tiny, and an entertaining role by David Ngoombujarra as one of the cops following the events. Roll is fast-paced, often funny, and a very worthwhile use of an hour.",1
"I've just watched Roll and what a pleasure it turned out to be. Toby Malone's performance really stood out, I found myself actually caring about what happens to Matt throughout the whole of the film, which itself is a lot of fun, very pacey with a good mix of well rounded characters, quite an achievement considering it's short running time. There are plenty of good twists throughout as well, it will keep you guessing until the end. Other characters to watch out for are the totally insane Tiny and the sneaky attractive Jesse. It may not have the huge budget of a Hollywood blockbuster but don't let that put you off, you could do a lot worse than checking this out, you won't regret it. Good Fun. 7/10",1
"A film I expected very little from, and only watched to pass a quiet hour - but what an hour it turned out to be. Roll is an excellent if none-too-serious little story of 'country-boy-lost-in-the-big-city-makes-good', it is funny throughout, the characters are endearing and the pace is just right.<br /><br />Toby Malone is the true star of the film with his endearing portrayal of Matt, said country boy and local Aussie Rules football hero come to the big city to try out for one of the big teams. He is supported superbly by John Batchelor as local gangster Tiny. Watch out for these two.<br /><br />Highly recommended.",1
"This film is an hour or so of good entertainment and has some genuinely funny moments. I loved the character of Matt, and also Tiny. They seemed the most engaging and funny characters, and certainly the most interesting. Matt is very good (as is his no good cousin), and the police woman and the blonde biker woman provide some welcome eye candy. I must say I saw striking similarities between Matt and another Aussie actor, Eric Bana. My personal favourite part was the brothel scene, loved that. Overall, I liked the film and it'll get about an 8 rating. The penalty however, I was disappointed in. It was a side foot curl, rather than the appropriate laces blast.<br /><br />I am of course kidding. :)",1
Plato's run is an entertaining b movie with Gary Busey.it is a fairly unknown film so one i saw it at a car boot i thought this looks entertaining i was right to.Gary Busey plays Plato smith a tough mercenary who is framed for the assassination of a powerful Cuban crime lord now on the run Plato must survive long enough to prove his innocence with the help of his friends played by Steve Bauer (scarface) and action star Jeff Speaksman (the expert). what i liked about Plato's run was the way the film never got boring the plot may have been done before but it was still good the acting was fun to watch and the action was quite fun as well especially the climax Gary Busey makes a good hero ironic since he normally plays the bad guy and Steve Bauer is good as Plato's sidekick even Jeff Speaksman makes a good performance and he cant even act well to finish it of Plato's run is an enjoyable effort from nu image films and i give it 7 out of 10,1
"""A wrong-doer is often a man that has left something undone, not always he that has done something.""--Emperor Marcus Aurelius <br /><br />The DVD release of ""Watch on the Rhine"" could not come at a better moment. It restores to us a major Lillian Hellman play stirringly adapted to the screen by Dashiell Hammett (Hellman scholar Bernard F. Dick's audio commentary affirms his authorship). It presents a subtle performance by Bette Davis, who took a subdued secondary role long after she'd become the workhorse queen at the Warner Bros. lot. Equally significantly, it reminds us that World War II had a purpose.<br /><br />Sure, you say, like we needed that. We've heard Cary Grant sermonizing in ""Destination Tokyo"" (1943) about Japanese boys and their Bushido knives. We've watched jackboots stomp the living hills in ""The Sound of Music"" (1965). We've toured an England callously occupied by Germany in ""It Happened Here"" (1966). Yet, truth to tell, we still need the message spread.<br /><br />I have an 81-year-old friend who curses Franklin Roosevelt regularly. He feels that FDR connived the U.S. into a foreign fight we didn't need, and thereby caused the death of his favorite cousin. He's encouraged in his demonizing of Allied leaders and the trivializing of War Two by Patrick Buchanan.<br /><br />The political columnist has freshly released a fat book heavy with detailed research which claims that Adolf Hitler would have posed no further menace to Poland, Europe, or the world if only the Third Reich had been handed the Free City of Danzig in 1939. Buchanan holds that if those selfish Poles hadn't confronted the Nazis, drawing in foolishly meddling Britain and giddily altruistic France, no war would have engulfed the West. He believes that without the rigors of Total War, no one in Germany would have built gas chambers to provide a Final Solution to the Jewish Problem.<br /><br />Some commenters on this site feel that ""Watch"" sags under the weight of stale propaganda. Maybe. However, neither my friend nor Pat Buchanan seem to have gotten the film's point: Some people hurt and kill to grab other people's land, goods, and liberty; such people dominated the Axis Powers and ""enough"" didn't appear in their vocabulary.<br /><br />Paul Lukas deserved the Oscar he won. He and Bette Davis put convincing passion into their portrayals of refugees who fight oppressors. They give emotional punch to the intellectual case for stepping off the sidelines, for actively facing down torturers and murderers. Bernard Dick notes that Hellman didn't care for Lukas as a person since he stayed apolitical. Of course, as a Hungarian he had seen first-hand Bela Kun's bloody ""dictatorship of the proletariat"" replace an outmoded empire and then topple to Admiral Horthy's right-wing tyranny.<br /><br />In a marvelous cameo role added to the play by Hammett, Henry Daniell sardonically depicts a Wehrmacht officer of the class that disdains the brown shirts he serves. His Phili von Ramme would doubtless stand with Field Marshal Rommel in 1944 during the Plot of July 20th against Hitler. In April 1940, however, he pragmatically abets the Nazi cause, although he insults Herr Blecher ""the Butcher"" and scorns the Rumanian aristocrat Teck de Brancovis for trying to peddle information on an Underground leader.<br /><br />Teck, a pauper and possible cuckold, wishes cash and a visa to return to Europe where he can resume the shreds of a life that had come undone with the empire-shattering Great War and the greater world-wide economic Depression. He has no political convictions, no scruples about trading a freedom fighter for his own tomorrow. Mercury Theater graduate George Coulouris lends this burnt-out case's Old World cynicism an edge of desperate menace.<br /><br />Lucille Watson gives winsome vitality to the grasping man's hostess, a domineering old gal who knows her mind and gets her way--but who doesn't adequately appreciate her children and their achievements outside the home she controls. She and her pallid office-bound son belong to the American version of von Ramme's and de Brancovis' privileged kind. However, this family hasn't seen ruin and never will. They're moneyed people who could silently advance evil simply by not opposing it.<br /><br />This mother and son might easily make choices which would reflect that complaisance toward National Socialism and Fascism which flourishes today in my friend and in pundit Buchanan. ""Watch on the Rhine"" has a manicured period look. Its dialogue reflects its erudite origins on the stage rather than sounding fresh from the streets. Yet Hellman and Hammett's film has gut-based power. Audiences still need to hear and heed its call to arms against grabbers relentlessly on the march.",1
"in 1976 i had just moved to the us from ceylon. i was 23, and had been married for a little over three years, and was beginning to come out as a lesbian. i saw this movie on an old black and white TV, with terrible reception, alone, and uninterrupted, in an awakening that seemed like an echo of the story. i was living in a small house in tucson arizona, and it was summertime... like everyone else here, i never forgot the feelings the images of this story called forth, and its residue of fragile magic, and i have treasured a hope that i would see it again someday. i'll keep checking in. i also wish that someone would make a movie of shirley verel's 'the other side of venus'. it also has some of the same delicacy and persistent poignancy...",1
"The previous reviewer has said it exactly. I saw it once, was enchanted, saw it a second time when it was re-broadcast within a week or two of the first airing. I still remember some of the scenes. The setting is the opening of the 20th century, the war referred to in the title is World War I. One of the scenes was set in a women-only section of a public place, which was an interesting historical note. The moment when one of the women first touches the other is one of my all-time great movie moments. I don't think of this as a ""gay movie,"" it's an interesting and tender period love story, where the two principals happen to be women. I would love to see this movie again; I would buy this one if it ever came out on DVD.",1
"As with all the other reviewers, this movie has been a constant in my mind after 30 years. I recall going to the library researching all that I could on this story. I even wrote to the PBS station for more information. Despite all this, all I was able to find out was that it was a story printed in a newspaper in the early part of the 1900s.<br /><br />Fastward to 2002, after years of searching ebay for on a weekly basis and there it was, a VHS copy of the movie. There was one other bidder but I was determined to win this movie. The losing bidder wrote me asking for a copy which I gave her. Despite owning a copy, I still searched and searched finally finding a site that sold a DVD copy of the movie. You can find it at: http://www.johntopping.com/Harvey%20Perr/War%20Widow/war_widow.html",1
"I saw this movie in 1976, my first year of living in New York. I went on to live there for the next 26 years,but never saw anything as delicate and beautiful again as this small TV movie. It was part of a PBS series as I recall, and I've never forgotten it. <br /><br />There are no sex scenes to speak of, just delicate, moving, extraordinarily touching moments full of tension and excitement, all set within a conservative, Boston (I think), World War 1 environment where women played the role of devoted wife awaiting the return of husband from the war, and did not seek out a career and financial independence. Frances Lee McCain is superb in the role of career photographer and I have spent the next 30 odd years searching for her in equally challenging roles to no avail.<br /><br />There has to be a video of this movie? Sure it should be on DVD but surely at least a video?",1
"Almost 30 years later I recall this original PBS film as almost unbearably tender. Periodically, I check here at IMDb hoping that someone has had the good sense to purchase the rights and put it on a DVD. It's September of 2004, and I keep hoping -- deep sigh.<br /><br />One of the two lead actors went on to a small career primarily in a prime-time evening soap; the other, Frances Lee McCain, was seen in small roles here and there for a few years. But nothing they did before or after ever matched this little movie which was produced, as I recall it, on a short-lived PBS series which showcased original screenplays by new and up-and-coming playwrights.<br /><br />I watched it every time it was shown on PBS, maybe 2 or 3 times. That was before the era of VCRs, so I have no record of it, except in my mind's eye.<br /><br />12/31/2006 addition to above: Happy New Year, ladies! This wonderful film is finally available on DVD at ladyslipper.org. My understanding is that the DVDs are burned from the writer's own personal copy.",1
"It's been a while since I've watched this movie, and the series, but now I'm refreshing my memory! This was a very funny movie based on the classic series! Johnny Knoxville and Seann William Scott were hilarious together. Bo and Luke Duke help Uncle Jesse run Moonshine in the General Lee. When Boss Hogg forces the Dukes off their farm, Bo and Luke sneak around Hogg's local construction site and find samples of coal. They soon realize that Boss Hogg is gonna strip-mine Hazzard County, unless the Dukes can stop him, with the help of their beautiful cousin, Daisy. My only two problems with the movie was that Burt Reynolds wasn't right for the part of Boss Hogg, and Sheriff Rosco P. Coltrane was way too serious. Other than that, I highly recommend THE DUKES OF HAZZARD!!!",1
"what is wrong with you people, if you weren't blown away by the action car sequences and jessica Simpsons hot body then you are majorly screwed in the head. Of course the film isn't a masterpiece, i don't think it was aiming to be. It was fun and funny, i never watched the show when i was younger, i only recently saw one episode, and when i watched the movie, i felt it had the same kind of atmosphere. The movie seats were practically shaking, and the car sequences were good because it didn't bore me and drag out like some of the scenes in 2fast 2furious. and jessica Simpson is plain hot, i just wish they had used her more in the action sequences. All in all, i had a hell of a time watching this and i would go and see it again soon and i will buy it on DVD. People, enjoy it for what it is.",1
"Having read some of the other comments here I was expecting something truly awful but was pleasantly surprised. REALITY CHECK: The original series wasn't that good. I think some people remember it with more affection than it deserved but apart from the car chases and Daisy Duke's legs the scripts were weak and poorly acted. The Duke boys were too intelligent and posh for backwood hicks, the shrunken Boss Hog was too cretinous to be evil and Rosco was just hyper throughout every screen moment. It's amazing the series actually lasted as long as it did because it ran out of story lines during the first series.<br /><br />Back to the movie. If you watch this film in it's own right, not as a direct comparison to however you remember the TV series, then it's not bad at all. The real star is of course the General Lee. The car chases and stunts are excellent and that's really what D.O.H. is all about. Johnny Knoxville is his usual eccentric self and along with Seann William Scott as Cousin Bo the pair make this film really funny in a hilarious Dumb-And-Dumber sort of way the TV series never achieved. The lovely Jessica Simpson is a natch as Miss Daisy, Burt Reynolds makes a much improved Boss Hog and M.C. Gainey makes a believably nasty Rosco P. Coltrane, the way he always should have been.<br /><br />If you don't like slapstick humour and crazy car stunts then you wouldn't be watching this film anyway because you should know what to expect. Otherwise if you want an entertaining car-action movie with a few good laughs that's not too taxing on the brain then go see this enjoyable romp with an open mind.",1
"I'm a huge fan of the Dukes of Hazzard TV show. And I really enjoyed this flick. I enjoyed myself here a lot more than I did with other summer blockbusters.<br /><br />It's funny hearing people rail against this movie with excuses like ""lame plot"" and ""it's much cruder than the show."" Does ANYONE remember the crudeness of the humor in the pilot episode? Daisy makes incest jokes and Bo says that Luke had probably fathered half the kids in the orphanage. The only reason it was cleaned up is because it changed to and earlier time slot.<br /><br />And as far as the plot goes. It was the perfect Dukes plot. In fact as a remake it probably stays truer to the source material than any TV show that has migrated to the big screen.<br /><br />While Sean William Scott and Johnny Knoxville aren't EXACTLY like their small screen versions, they do a great job and work very well together. I wasn't too keen on Burt's Boss Hogg though. And I would have like a little bit more incompetence from Sheriff Roscoe. In the movie Roscoe is a little... scary.<br /><br />And who didn't have a smile on their face as the General Lee is racing through the streets of Atlanta and the back roads of Hazzard?<br /><br />Folks, allow yourself to enjoy a movie that is just an excuse for nostalgia, bikinis and car chases, you won't be sorry. It's just a great dumb movie!",1
"I saw this movie when I was a child. It blew me away. This was before the days of television, so a movie of this magnitude, could send a young kid into orbit. It so impressed me, that I went to see this movie for twelve consecutive days. The special effects used at this time were far ahead of its' time. Sabu was a real delight, as was Rex Ingram as the Genie. I found myself singing ""I want to be a sailor"" for months after the film left town. I would recommend this movie to any and everyone. I forgot to mention Conrad Veidt, who was as villainous a character as you'd ever want to meet. Also, June Duprez was never lovelier than she was in this picture. The color was outstanding. Give this movie an AAA!",1
"Loved the movie. I even liked most of the actors in it. But, for me Ms. Davis' very poor attempt at an accent, and her stiff acting really makes an otherwise compelling movie very hard to watch. Seriously if any other modern actor played the same role with the same style as Ms. Davis they would be laughed off the screen.<br /><br />I really think she 'phoned this one in'. Now if it had Myrna Loy or Ingrid Bergman playing the part of the wife I would have enjoyed it much more.<br /><br />I guess I just don't 'get' Bette Davis. I've always thought of her as an actor that 'plays herself' no matter what role she's in. The possible exception is Now Voyager.<br /><br />I'm sure many of the other reviewers will explain in careful (and I hope civil) detail how I am totally wrong on this. But, I'll continue to watch the movies she's in because I like the stories/writing/supporting casts, but, I'll always be thinking, of different actresses that could have done a better job.",1
